Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Pedro Henrique Castro,52,nataliasantos@example.org,"Lago de da Conceição
Baleia
87149-383 da Conceição das Flores / TO",Collision,DENIED,34,1,Lotus Emira,2023,1,2023-04-02,1651
Clara Rocha,60,costelamaite@example.com,"Fazenda João Gabriel Barros, 60
Jonas Veiga
90791526 da Cruz de Nunes / BA",Robbery,APPROVED,65,1,McLaren 720S,2018,1,2022-06-15,1652
Dr. Davi Lucca Lima,70,joao-lucas93@example.com,"Colônia André Ribeiro, 44
Castanheira
80080-125 Porto / SE",Fire,APPROVED,102,1,Mahindra XUV300,2019 ,1,2023-11-12,1653
Dr. João Felipe Oliveira,41,alvesbernardo@example.net,"Recanto Barros, 526
Aarão Reis
13734-927 Pinto das Flores / RS",Fire,DENIED,105,1,Toyota Tacoma,2019,2,2023-02-18,1654
Dr. João Felipe Oliveira,41,alvesbernardo@example.net,"Recanto Barros, 526
Aarão Reis
13734-927 Pinto das Flores / RS",Fire,DENIED,105,1,Toyota Tacoma,2020,2,2022-05-13,1654
Bruno Barbosa,47,marinanunes@example.org,"Esplanada Aragão, 350
Outro
14602-850 Rezende / PI",Fire,DENIED,23,1,Infiniti QX80,2023,1,2022-03-31,1655
Benjamin da Mota,54,yda-rocha@example.net,"Favela Anthony Martins, 90
Corumbiara
57220-100 Moraes de Duarte / DF",Collision,APPROVED,51,0,Mini Paceman,2023,1,2022-06-08,1656
Gustavo da Paz,70,brunasouza@example.org,"Área Ana Lívia Rezende
Vila Barragem Santa Lúcia
41958-565 Araújo dos Dourados / AP",Fire,NOT USED,30,0,Zagato Fiat 124 Spider Zagato,2011,1,2022-12-28,1657
João Lucas Cunha,39,teixeiracarlos-eduardo@example.net,"Vale Maria Julia da Paz, 73
Saudade
90735701 da Luz da Prata / MG",Collision,NOT USED,98,1,Mazda CX-5,2019,2,2022-05-19,583
Marcelo Teixeira,43,rebecafogaca@example.com,"Campo Maitê Almeida, 2
Bandeirantes
55176867 Silveira de Dias / AP",Natural Phenomena,NOT USED,45,1,Bugatti EB 110,1991,1,2022-05-03,1658
Davi Lucas Gomes,61,eduardo87@example.net,"Praça Cauê Peixoto, 30
Cidade Jardim
62477104 da Cunha / RO",Collision,DENIED,88,1,Infiniti QX60,2023,1,2023-03-13,1659
Sr. Igor Pereira,51,ramosdaniel@example.net,"Praia Maria Luiza Freitas, 66
Carmo
39412-150 da Mota / TO",Fire,DENIED,47,1,Isuzu FTR,2016,1,2023-06-16,1660
Pietro Viana,45,nrocha@example.com,"Vereda de Gonçalves, 92
Vila Mangueiras
31014932 Moura da Mata / PR",Natural Phenomena,NOT USED,75,1,Infiniti Q60,2023,1,2023-09-28,1661
Maria Caldeira,46,esthercardoso@example.com,"Loteamento Cardoso, 194
Califórnia
83716-395 Duarte / AC",Natural Phenomena,APPROVED,93,0,Suzuki Jimny,2023,2,2022-01-05,1662
Maria Caldeira,46,esthercardoso@example.com,"Loteamento Cardoso, 194
Califórnia
83716-395 Duarte / AC",Natural Phenomena,APPROVED,93,0,Suzuki Jimny,2019,2,2023-04-03,1662
Dr. Danilo Porto,45,correiacaue@example.net,"Loteamento Eduarda Santos, 23
Jardim Montanhês
91959-240 Souza Paulista / RR",Fire,NOT USED,37,0,Caterham Seven 170,2023,1,2023-07-11,1663
Giovanna Campos,43,vicente51@example.net,"Passarela Ana Laura da Costa
Barreiro
19856345 Caldeira / MT",Robbery,APPROVED,48,1,Koenigsegg Gemera,2022,1,2022-08-31,1664
Francisco da Cruz,35,jpereira@example.org,"Viaduto de Caldeira, 65
Santana Do Cafezal
25628-203 Costa Verde / PB",Collision,NOT USED,11,1,Mahindra Marazzo,2018 ,1,2023-02-06,1665
Lívia da Rocha,34,maria-vitoriada-costa@example.org,"Esplanada Moraes, 68
Copacabana
15045-765 Peixoto / AM",Fire,DENIED,102,0,Lamborghini Aventador,2011,2,2022-10-10,285
Lucas Gabriel Ferreira,62,ialves@example.net,"Loteamento Maria Julia Monteiro, 89
Vila São Dimas
93661-264 Farias de Minas / GO",Fire,DENIED,104,0,Volvo XC90,2023,1,2023-10-26,1666
Kevin da Mata,36,andre69@example.org,"Estrada de Pinto, 668
Novo Glória
48402-172 da Cunha de Moura / MA",Fire,APPROVED,81,0,Koenigsegg Agera RS,2015,2,2022-09-15,319
Enrico Moraes,39,elisa50@example.net,"Rua Leandro Ferreira, 19
Maria Virgínia
28978-904 Souza do Amparo / ES",Natural Phenomena,NOT USED,105,0,Morgan Super 3,2023,1,2023-10-25,1667
Miguel Azevedo,53,vitoriasouza@example.net,"Pátio Carlos Eduardo Mendes, 91
Chácara Leonina
17712-376 Correia / MA",Robbery,APPROVED,58,1,Polestar Polestar 2,2021,1,2023-10-21,1668
Luiz Henrique da Mota,31,carolinacaldeira@example.org,"Vereda Correia, 22
Esperança
62590590 da Cruz do Campo / AC",Collision,NOT USED,51,0,BMW 330i Sedan,2020,1,2023-12-31,1669
Júlia Jesus,51,mpires@example.net,"Via Duarte, 74
Vila Piratininga Venda Nova
94402-171 Dias de Peixoto / RJ",Natural Phenomena,NOT USED,26,0,Lexus NX,2015,1,2022-08-17,1670
Ana Julia Costela,27,silvaamanda@example.com,"Trecho Carvalho, 75
São Jorge 2ª Seção
39128-020 Santos do Norte / SC",Natural Phenomena,DENIED,65,1,Infiniti QX70,2023,1,2022-02-12,1671
Mariane da Paz,28,yurimonteiro@example.com,"Aeroporto Agatha Silveira, 8
Xodo-Marize
19393519 Vieira da Praia / SE",Natural Phenomena,NOT USED,80,0,Maserati Ghibli,2014 ,1,2022-01-11,1672
Srta. Lavínia Gonçalves,50,kamillyda-costa@example.com,"Praça Costa
Conjunto Novo Dom Bosco
15084194 Mendes de Silva / MT",Natural Phenomena,NOT USED,47,1,Renault Arkana,2023,2,2022-02-19,1673
Srta. Lavínia Gonçalves,50,kamillyda-costa@example.com,"Praça Costa
Conjunto Novo Dom Bosco
15084194 Mendes de Silva / MT",Natural Phenomena,NOT USED,47,1,Renault Arkana,2022,2,2022-06-22,1673
Pedro Lucas Rodrigues,60,diogoda-cruz@example.net,"Quadra Moreira, 394
Vila Fumec
45984328 Caldeira Paulista / BA",Collision,DENIED,4,0,Mini Countryman,2023,1,2022-04-19,1674
Stephany Mendes,21,joao-pedro82@example.net,"Núcleo de Correia, 69
Vila Cloris
61581513 Nascimento / MT",Natural Phenomena,APPROVED,96,1,Mahindra Marazzo,2018 ,2,2022-10-17,486
Emilly Monteiro,27,rodrigueskaique@example.net,"Ladeira de Dias
Grajaú
92150523 Pereira de Minas / ES",Collision,NOT USED,88,0,Ferrari Roma,2021 ,1,2023-12-07,1675
Ana Laura Dias,57,isabella19@example.net,"Alameda Sarah Cunha, 1
João Alfredo
24126579 Carvalho / SC",Fire,APPROVED,52,0,Dodge Challenger SRT Demon,2018,1,2022-08-21,1676
Srta. Brenda Costela,58,helena37@example.org,"Recanto Dias
Vila Piratininga
50647405 da Conceição do Oeste / RJ",Collision,DENIED,78,0,Koenigsegg CCXR Trevita,2007,1,2023-05-28,1677
João Pedro Cardoso,33,calebe76@example.net,"Favela Ana Luiza Rocha, 8
Vila Paris
39891-956 da Luz do Campo / MT",Natural Phenomena,NOT USED,61,0,Ford Ranger,2019,1,2023-01-13,1678
Alice Azevedo,23,azevedobarbara@example.org,"Alameda de Costa, 461
Providencia
01739668 Cavalcanti de Minas / PI",Fire,NOT USED,67,0,Caterham Seven 620,2023,1,2023-02-05,1679
Danilo Nogueira,23,isales@example.org,"Viela Pinto, 97
Conjunto Lagoa
54892778 Cardoso de Goiás / AM",Fire,APPROVED,93,1,Polestar Polestar 2,2021,1,2022-04-20,1680
Lavínia Dias,31,ana-sophiagoncalves@example.net,"Chácara Rebeca Sales, 29
Mariquinhas
64855-739 Silva / RS",Natural Phenomena,NOT USED,82,1,Koenigsegg Jesko,2022,1,2023-01-28,1681
Nina Silva,51,jfarias@example.net,"Viaduto de Ramos, 7
Barão Homem De Melo 2ª Seção
59972479 Peixoto / PR",Collision,APPROVED,108,0,Opel/Vauxhall Insignia,2023,1,2022-11-25,1682
Sr. João Vitor Alves,39,bpeixoto@example.org,"Lago de Carvalho, 10
Santana Do Cafezal
69104-491 Cardoso do Norte / BA",Robbery,DENIED,104,1,Mahindra XUV300,2019 ,1,2022-06-25,1683
Srta. Emanuella Castro,56,maria-julia20@example.com,"Vila de Costela, 81
Jardim Felicidade
32203596 da Mata do Galho / PB",Robbery,DENIED,31,0,Maserati GranTurismo,2008 ,1,2022-10-16,1684
Sr. Henrique da Costa,51,fernandesmaite@example.org,"Lago Isaac Monteiro, 84
Ventosa
25513391 Souza de Cardoso / AL",Robbery,NOT USED,101,1,Toyota Prius,2020,1,2022-07-01,1685
Isabel Fogaça,35,henrique07@example.com,"Vale de Dias, 59
Acaba Mundo
46623-420 Nascimento / PE",Collision,NOT USED,26,0,Volvo V60,2023,1,2022-12-21,1686
Maria Alice Carvalho,64,freitasmiguel@example.com,"Fazenda Cavalcanti, 5
Novo Ouro Preto
71507-742 Barros / GO",Natural Phenomena,DENIED,18,0,Mini Paceman,2023,1,2022-12-17,1687
Nina da Rocha,58,duartejulia@example.com,"Travessa Barbosa, 513
Luxemburgo
97278992 da Mata do Sul / ES",Collision,APPROVED,75,0,Cadillac CT5,2023,1,2022-04-27,1688
João Viana,45,yasminda-mata@example.net,"Viaduto de Souza, 91
Vila Copacabana
92619653 Moraes do Campo / AC",Collision,DENIED,85,1,Chevrolet Spark,2013,1,2023-05-20,1689
Sr. Samuel Nascimento,70,eduardaaragao@example.com,"Setor de Novaes
Caiçara - Adelaide
60090010 Porto / PR",Robbery,APPROVED,18,0,Opel/Vauxhall Corsa,2023,1,2023-07-04,1690
Olivia das Neves,31,theo93@example.net,"Parque Melo, 67
Vila Maloca
07287-776 da Mota Alegre / MG",Collision,NOT USED,21,1,Lexus GS,1993,2,2023-06-27,23
Breno Nogueira,36,caroline93@example.org,"Estação Alves, 997
Vila Independencia 3ª Seção
90365-427 Ramos / BA",Fire,NOT USED,78,0,Lancia Stratos HF,1973,1,2023-01-28,1691
Marcelo Cunha,22,isabellada-costa@example.net,"Praia de Monteiro, 4
Beija Flor
73866094 da Cruz da Mata / CE",Collision,NOT USED,72,0,Ferrari LaFerrari,2014 ,1,2023-08-23,1692
Luiz Felipe Rocha,25,wramos@example.net,"Lagoa Cauã Nunes, 5
Conjunto Providencia
18240044 Costela / TO",Robbery,APPROVED,46,0,Ford Mustang,2015,1,2023-09-21,1693
Felipe Alves,41,castrobreno@example.net,"Trecho Leonardo Martins, 74
São João Batista
98497066 Castro do Galho / GO",Robbery,NOT USED,108,1,Volvo Polestar 2,2023,1,2023-04-02,1694
Dr. Bernardo Barbosa,45,tmelo@example.net,"Distrito Lucas Gomes, 80
Fernão Dias
81667-449 da Paz dos Dourados / PE",Fire,NOT USED,42,1,Rivian R1T,2022,1,2022-08-27,1695
Diego Costa,66,maria-claranovaes@example.com,"Campo de Pereira, 68
São Francisco
48663170 Costa de Teixeira / MG",Robbery,DENIED,94,1,Morgan Plus 4,2023,1,2022-04-18,1696
Caroline Correia,64,cunhalais@example.net,"Ladeira André Gonçalves, 49
Pongelupe
35798996 Cardoso / ES",Natural Phenomena,NOT USED,3,0,McLaren 570GT,2017,1,2023-10-25,1697
Luiz Felipe Nunes,56,breno44@example.net,"Colônia Letícia Santos, 52
Horto Florestal
44645330 Melo do Norte / CE",Natural Phenomena,DENIED,13,0,Cadillac CT5,2023,2,2023-04-09,390
Caroline Costa,33,isabella77@example.net,"Trecho Joana Alves, 16
Santa Tereza
24312-018 Azevedo / BA",Fire,NOT USED,93,1,Dodge Challenger SRT Demon,2018,2,2023-04-14,1468
Maria Clara Viana,60,maria-sophia67@example.org,"Chácara Guilherme Moraes, 96
Vila Vista Alegre
03363-469 Moreira / SP",Robbery,DENIED,71,1,Subaru Crosstrek Hybrid,2019,1,2023-01-26,1698
Emanuel Fogaça,23,silvamaria-vitoria@example.com,"Estrada Davi Nascimento
Custodinha
29233-979 da Cruz do Sul / SE",Fire,NOT USED,93,1,Dodge RAM 3500,2023,1,2023-08-15,1699
Ana Sophia Aragão,21,alana00@example.com,"Vila Emanuelly Almeida
Paquetá
55553-059 Araújo da Praia / PR",Collision,APPROVED,56,1,Bugatti Veyron,2005,1,2023-03-22,1700
Vitor Hugo Aragão,22,joaquimramos@example.com,"Fazenda Martins
Buritis
63244446 Barros / MS",Robbery,DENIED,63,1,Isuzu FTR,2016,1,2022-09-21,1701
Igor Aragão,67,almeidacamila@example.org,"Loteamento Fogaça, 7
Vila Canto Do Sabiá
02226054 da Rocha da Prata / DF",Fire,DENIED,16,1,Tata Motors Thar,2020,1,2022-09-08,1702
Noah Costela,32,davi-lucasduarte@example.com,"Sítio Duarte, 87
Piraja
42057987 da Cunha / TO",Robbery,NOT USED,98,0,Lexus RX,1998,1,2022-09-16,1703
Mirella das Neves,61,enzo-gabrielcunha@example.com,"Loteamento Augusto Pires, 571
Vila Das Oliveiras
49002905 Alves dos Dourados / BA",Collision,APPROVED,75,0,Alpina B3,2023,1,2023-08-24,1704
Bruno da Paz,24,ana-vitoria09@example.com,"Recanto Sales
Belvedere
84556-307 Novaes / RJ",Fire,APPROVED,46,0,Subaru WRX,2019,1,2022-01-31,1705
Clara Barbosa,38,da-motaluiza@example.org,"Vale Dias
Ouro Minas
12393101 Correia / CE",Robbery,NOT USED,12,1,Volkswagen Tiguan,2007,2,2022-07-30,1392
Srta. Maria Vitória da Rosa,68,pedro-lucaslopes@example.com,"Setor de Araújo, 56
Betânia
82681996 Rocha / CE",Robbery,APPROVED,69,0,Lamborghini Sian,2020,1,2022-07-21,1706
Pietro Barros,21,hsilveira@example.net,"Vale da Rocha, 56
Capitão Eduardo
61030-064 Barbosa / AL",Collision,NOT USED,40,0,SEAT Arona,2023,1,2023-06-12,1707
Maria Clara Lopes,22,umendes@example.org,"Setor de Gonçalves, 71
União
02498948 da Mata do Sul / ES",Fire,DENIED,50,1,Land Rover Discovery Sport,2023,1,2023-12-05,1708
Ana Júlia da Cunha,35,vitor-gabrielpeixoto@example.org,"Estrada Luiz Felipe da Cruz, 77
São Jorge 1ª Seção
95729041 Lima da Mata / RJ",Collision,APPROVED,69,1,Suzuki Baleno,2023,2,2023-08-21,1709
Ana Júlia da Cunha,35,vitor-gabrielpeixoto@example.org,"Estrada Luiz Felipe da Cruz, 77
São Jorge 1ª Seção
95729041 Lima da Mata / RJ",Collision,APPROVED,69,1,Suzuki Baleno,2020,2,2022-11-01,1709
Gustavo Teixeira,61,ana-julia11@example.com,"Feira Nascimento, 32
Belvedere
11238931 Freitas / BA",Collision,DENIED,65,1,Zagato Alfa Romeo TZ3 Stradale,2011,1,2023-12-09,1710
Carolina Cardoso,34,paulo01@example.com,"Aeroporto Freitas
Céu Azul
29003-759 Nascimento / GO",Fire,NOT USED,38,1,Land Rover Range Rover Sport,2023,1,2023-01-12,1711
Isis Rodrigues,39,hfogaca@example.net,"Colônia da Cruz, 11
Coração Eucarístico
17716747 Dias da Serra / MS",Robbery,NOT USED,14,1,Mini Countryman,2023,1,2023-06-03,1712
Ana Sales,38,gabrielaalves@example.com,"Loteamento de Martins, 55
Engenho Nogueira
94756-752 Ferreira / PB",Fire,NOT USED,93,0,Lamborghini Miura,1966,1,2022-08-01,1713
Mariane Campos,57,cardosokaique@example.org,"Recanto Gabriel Martins, 58
Alpes
84556486 Peixoto / PR",Fire,DENIED,100,0,Chevrolet Silverado 2500HD,1999,1,2023-12-18,1714
Arthur da Mata,55,rochaaugusto@example.net,"Recanto da Rocha, 86
Jardinópolis
37797119 Silva do Norte / AL",Fire,DENIED,55,0,Volvo XC60,2023,1,2022-09-14,1715
Ian Costela,40,alvespedro@example.net,"Residencial de da Cunha, 21
Bonfim
06881306 Duarte / TO",Fire,APPROVED,63,0,Maserati Ghibli,2014 ,1,2023-07-23,1716
Sr. Vitor Hugo Moura,47,nascimentoana-sophia@example.net,"Vale Vieira, 38
São Damião
96135928 Moreira / MS",Natural Phenomena,DENIED,28,1,Alpina B7,2023,1,2023-06-28,1717
Luiz Henrique Pires,44,evelyn22@example.com,"Travessa Isabelly Pereira
Vila Pinho
01262064 Nascimento / TO",Collision,APPROVED,16,1,Wiesmann MF5,2005,1,2023-03-16,1718
Luiz Fernando Lopes,61,tcarvalho@example.com,"Colônia da Rosa, 32
São Jorge 2ª Seção
91661253 Aragão / AP",Robbery,DENIED,54,1,Cadillac XT6,2023,1,2022-06-04,1719
Davi Lucca Novaes,48,qmoraes@example.org,"Quadra Catarina Fogaça, 19
Campo Alegre
68729546 Gomes / PI",Collision,APPROVED,35,1,Cadillac CT4,2023,1,2022-05-11,1720
Benjamin Peixoto,42,vianaolivia@example.org,"Feira de das Neves, 88
Dom Cabral
24904-322 Moraes / SC",Robbery,NOT USED,101,0,Volkswagen Jetta,1980,1,2023-11-05,1721
Calebe da Conceição,51,milena82@example.com,"Vila de Lima, 9
Conjunto Serra Verde
26611192 Almeida de Caldeira / PI",Collision,APPROVED,37,0,Subaru BRZ,2019,1,2023-12-14,1722
Lucas Cavalcanti,70,kevin64@example.com,"Morro Alexia Caldeira, 30
Vila São Francisco
85119250 Correia Paulista / BA",Robbery,APPROVED,90,0,Suzuki Jimny,2023,2,2023-03-04,1723
Lucas Cavalcanti,70,kevin64@example.com,"Morro Alexia Caldeira, 30
Vila São Francisco
85119250 Correia Paulista / BA",Robbery,APPROVED,90,0,Suzuki Jimny,2019,2,2022-03-30,1723
Marcelo Gomes,49,da-conceicaojoao-pedro@example.com,"Chácara Peixoto, 98
Barão Homem De Melo 2ª Seção
21656-305 Dias / MS",Fire,APPROVED,43,1,Zagato Jaguar C-Type,1951,1,2023-07-02,1724
Sr. Marcos Vinicius Pinto,35,limajoaquim@example.net,"Largo das Neves, 434
Conjunto Califórnia I
78043919 Jesus / AP",Collision,DENIED,54,1,Citroën C4,2023,1,2022-10-05,1725
Marcela Dias,58,santosfernando@example.net,"Campo Helena Jesus, 66
Padre Eustáquio
65068238 Cardoso Paulista / RJ",Robbery,NOT USED,32,1,Renault Captur,2023,2,2023-03-15,1726
Marcela Dias,58,santosfernando@example.net,"Campo Helena Jesus, 66
Padre Eustáquio
65068238 Cardoso Paulista / RJ",Robbery,NOT USED,32,1,Renault Captur,2022,2,2023-07-10,1726
Manuela Duarte,22,idias@example.org,"Praça de da Mata, 2
Vila Vista Alegre
05752410 da Cruz / SC",Collision,NOT USED,29,1,Toyota RAV4,2019,2,2022-04-23,1727
Manuela Duarte,22,idias@example.org,"Praça de da Mata, 2
Vila Vista Alegre
05752410 da Cruz / SC",Collision,NOT USED,29,1,Toyota RAV4,2020,2,2022-08-28,1727
Maria Cecília Lima,39,luiz-fernandorocha@example.org,"Vereda de Moreira, 22
Corumbiara
82934661 Correia Grande / GO",Collision,NOT USED,109,1,Rolls-Royce Wraith,2014,1,2022-03-20,1728
Camila da Mata,60,joao-pedrocardoso@example.com,"Chácara Lima, 68
São Francisco Das Chagas
81106-702 Pinto / RO",Robbery,NOT USED,44,0,Zagato Bentley Flying Spur Zagato,2012,1,2023-06-11,1729
Laura Novaes,38,julianaviana@example.net,"Estrada Cardoso
Custodinha
67583346 Porto / AC",Natural Phenomena,DENIED,93,1,Opel/Vauxhall Movano,2023,1,2023-04-10,1730
Dr. Felipe Dias,46,yagoda-rocha@example.com,"Vila Rodrigues, 6
Serrano
60210648 da Cunha / MA",Robbery,DENIED,32,0,Chevrolet Suburban,1935,2,2022-09-05,1731
Dr. Felipe Dias,46,yagoda-rocha@example.com,"Vila Rodrigues, 6
Serrano
60210648 da Cunha / MA",Robbery,DENIED,32,0,Chevrolet Suburban,1935,2,2022-07-03,1731
Srta. Manuela Cunha,69,beniciomoreira@example.com,"Núcleo de Almeida, 4
Madre Gertrudes
10238417 Nogueira da Prata / MS",Collision,APPROVED,11,1,Ferrari California T,2015 ,1,2022-07-12,1732
Henrique Gonçalves,25,gustavo-henriquepereira@example.net,"Recanto Nogueira, 609
Mariquinhas
09176450 Rodrigues / AL",Natural Phenomena,DENIED,88,0,Suzuki Vitara,2023,3,2023-09-28,1636
Henrique Gonçalves,25,gustavo-henriquepereira@example.net,"Recanto Nogueira, 609
Mariquinhas
09176450 Rodrigues / AL",Natural Phenomena,DENIED,88,0,Suzuki Vitara,2020,3,2023-01-14,1636
Ana Júlia da Conceição,34,benjamin77@example.net,"Morro de Ribeiro, 72
Jardim Vitoria
15860171 da Mata de Caldeira / AL",Fire,DENIED,88,1,Opel/Vauxhall Grandland,2023,1,2022-06-03,1733
Diogo Moreira,41,bryanlima@example.com,"Núcleo Paulo Cardoso
Laranjeiras
28092-005 Cavalcanti / MS",Fire,DENIED,20,1,Mazda MX-5,2019,1,2023-10-08,1734
Joaquim Porto,28,hpeixoto@example.com,"Avenida Oliveira, 77
Flavio De Oliveira
99417614 Lopes de Goiás / AC",Collision,NOT USED,98,1,Suzuki Jimny,2023,2,2022-08-05,1735
Joaquim Porto,28,hpeixoto@example.com,"Avenida Oliveira, 77
Flavio De Oliveira
99417614 Lopes de Goiás / AC",Collision,NOT USED,98,1,Suzuki Jimny,2019,2,2023-10-26,1735
Vinicius da Rocha,58,rafael35@example.net,"Sítio Pedro Lucas Silva
Rio Branco
82054409 Moraes / TO",Fire,DENIED,7,1,Rivian R1T,2022,1,2022-10-15,1736
Julia Correia,42,duartelorena@example.net,"Colônia Kamilly Pereira, 958
Olaria
86603-704 Pires / AL",Natural Phenomena,APPROVED,10,1,Hyundai Accent,2019,3,2023-12-24,930
Sofia Lima,22,mariane05@example.com,"Aeroporto das Neves, 97
Ipe
19512-119 Dias de Oliveira / TO",Robbery,APPROVED,83,1,Lexus GS,1993,1,2022-04-20,1737
Lorenzo Costa,35,usales@example.com,"Campo Danilo da Cruz, 62
Vila Nossa Senhora Do Rosário
61988237 Alves do Galho / RO",Fire,DENIED,48,0,Mazda CX-3,2019,1,2022-05-08,1738
Júlia Silva,28,vianacarlos-eduardo@example.org,"Lagoa Nascimento, 88
Independência
05847-828 Ribeiro / ES",Robbery,DENIED,7,1,Wiesmann MF5,2005,1,2022-10-30,1739
Benício Lopes,67,anthonyalves@example.net,"Feira Murilo Freitas, 38
Vila Paris
53191501 Araújo do Amparo / PR",Collision,APPROVED,83,0,Vauxhall Grandland,2023,1,2022-06-20,1740
Vitor Pires,27,bruno92@example.com,"Estação Castro, 61
Renascença
07236-267 Moraes do Norte / RS",Natural Phenomena,NOT USED,81,0,Infiniti QX70 Hybrid,2023,2,2022-03-03,314
Dr. Nathan Correia,60,fernanda59@example.com,"Colônia Ana Lívia Teixeira, 85
Vila Madre Gertrudes 1ª Seção
74058-722 Viana da Serra / PR",Natural Phenomena,APPROVED,94,1,Ford Edge,2015,1,2022-12-09,1741
Sr. Vitor Hugo da Conceição,46,thalescostela@example.net,"Favela de Lima, 38
Palmeiras
22935094 da Mota do Amparo / RN",Collision,APPROVED,44,1,Alfa Romeo Stelvio Quadrifoglio,2023,1,2023-11-17,1742
Yago da Rocha,34,caroline70@example.com,"Morro de Novaes, 21
Lorena
13319654 Gonçalves Alegre / SE",Fire,DENIED,34,1,Saab 9-3,2011,1,2023-12-12,1743
Dr. Igor Aragão,36,xbarbosa@example.net,"Distrito de Lima, 14
Vila Cloris
19183883 Ribeiro de Nascimento / SE",Fire,NOT USED,36,1,Dodge Durango,2023,1,2022-04-13,1744
Dr. João Felipe Martins,59,thomas24@example.com,"Rodovia Nogueira
Conjunto Minas Caixa
68558-306 Moraes do Amparo / AM",Natural Phenomena,NOT USED,44,1,Citroën C3 Aircross,2023,1,2023-08-30,1745
Brenda Ribeiro,56,heloisa58@example.org,"Esplanada Ribeiro, 36
Juliana
18013764 Azevedo do Norte / RN",Robbery,NOT USED,28,1,Lamborghini Urus,2018,1,2022-09-18,1746
Valentina da Mota,31,rcampos@example.org,"Área de Azevedo, 3
Vila Santo Antônio
44990466 Santos / MT",Robbery,DENIED,92,0,Ferrari 812 Superfast,2018 ,1,2023-06-12,1747
Milena Ferreira,20,erick79@example.org,"Travessa de da Costa, 31
Solar Do Barreiro
17547-166 Novaes Paulista / MT",Natural Phenomena,NOT USED,57,0,Caterham Seven 420,2023,1,2022-06-30,1748
Lara Porto,53,qaragao@example.net,"Alameda Pereira, 34
Novo Glória
88113-995 Araújo / RS",Fire,DENIED,32,0,Suzuki Across,2023,1,2022-05-07,1749
Enzo Gabriel da Paz,56,maria-luizarodrigues@example.org,"Largo Correia, 79
Novo Aarão Reis
26123-870 Nunes / MG",Robbery,APPROVED,29,1,Rolls-Royce Dawn,2016,1,2022-05-26,1750
Gustavo Alves,62,lorena92@example.com,"Condomínio Moura, 9
Cdi Jatoba
16058568 Oliveira / PB",Robbery,NOT USED,7,1,Cadillac CT5-V,2023,1,2023-09-27,1751
Catarina da Rosa,65,da-rosaclarice@example.org,"Recanto Moraes, 58
São Salvador
36751767 Souza Alegre / PB",Fire,NOT USED,55,1,Pagani Huayra R,2017,1,2022-11-11,1752
Luiza Mendes,52,benjaminsouza@example.com,"Rua de Nascimento, 22
Vila São Dimas
17693346 Carvalho / AL",Fire,DENIED,107,1,Infiniti QX50,2023,1,2022-08-05,1753
Lavínia Silva,43,da-costajoao-felipe@example.net,"Colônia de da Cruz, 61
Luxemburgo
98924903 Caldeira de Moreira / ES",Fire,NOT USED,98,1,Zagato Bentley Flying Spur Zagato,2012,1,2022-06-23,1754
Juan Peixoto,51,ramosgabrielly@example.org,"Lago Barbosa, 8
Maria Goretti
99565-942 Pereira Verde / GO",Natural Phenomena,DENIED,65,0,Ferrari Roma,2021 ,3,2022-05-16,950
Cecília da Mota,64,laura99@example.org,"Parque de Teixeira, 92
Brasil Industrial
36260-980 Barbosa do Galho / DF",Fire,APPROVED,6,1,Toyota GR Supra,2020,1,2023-10-07,1755
Clarice Cardoso,67,caldeiragabrielly@example.net,"Sítio Natália Fernandes, 43
Belmonte
03190-866 Almeida / RJ",Fire,DENIED,88,0,Isuzu Ascender,2016,1,2023-05-22,1756
Vicente da Cunha,42,nteixeira@example.org,"Fazenda Farias
Nova Floresta
43647-860 Ribeiro / RS",Collision,NOT USED,90,1,McLaren 600LT,2019,1,2023-12-06,1757
Benício Campos,52,cunhasofia@example.net,"Distrito Ana Lívia Vieira, 81
Barão Homem De Melo 2ª Seção
30708903 Aragão de Silva / PA",Natural Phenomena,APPROVED,21,1,Opel/Vauxhall Astra,2023,1,2023-12-30,1758
Luiz Otávio Lopes,24,bsilva@example.net,"Travessa de das Neves, 615
Coração Eucarístico
79904-672 da Paz da Prata / SC",Robbery,NOT USED,29,0,Lamborghini Countach,1974,2,2022-06-03,1356
Breno da Cruz,44,pietrocarvalho@example.net,"Estação Mendes, 588
Canadá
46265517 Correia / SP",Fire,APPROVED,103,1,Alpina B3,2023,1,2022-08-15,1759
Mariana Peixoto,61,rodriguesleandro@example.com,"Sítio de da Conceição, 79
Vila Esplanada
51597-980 Castro de Correia / AC",Robbery,NOT USED,80,1,Suzuki Baleno,2023,2,2022-08-08,1760
Mariana Peixoto,61,rodriguesleandro@example.com,"Sítio de da Conceição, 79
Vila Esplanada
51597-980 Castro de Correia / AC",Robbery,NOT USED,80,1,Suzuki Baleno,2020,2,2022-06-08,1760
Amanda Sales,43,almeidaeloah@example.com,"Alameda Giovanna Porto, 71
João Alfredo
55434187 Rocha / AM",Natural Phenomena,NOT USED,45,0,Toyota Prius,2020,1,2022-11-13,1761
